Modelo,Criterio de selección,Épocas ejecutadas,Mejor época según val_loss,Train loss en mejor época,Mejor val loss,Train accuracy en mejor época,Val accuracy en mejor época,Mayor val accuracy observada,Época de mayor val accuracy,Gap accuracy,Gap loss
MLP,min(val_loss),9,2,2.098984479904175,2.085099935531616,0.30199968814849854,0.30345335602760315,0.30345335602760315,2,-0.0014536678791046143,-0.013884544372558594
CNN,min(val_loss),9,2,0.49887028336524963,1.7392481565475464,0.826562762260437,0.6197648644447327,0.6197648644447327,2,0.20679789781570435,1.2403778731822968
